Date,"Order #",Status,Customer,Product(s),"Items Sold",Coupon(s),"N. Revenue"
"2020-12-11 22:24:17",3818,custom-status,new,"1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× براشين - ¼-تولة, 1× مروكي - ¼-تولة",4,,491.3
"2020-12-11 21:02:06",3789,custom-status,returning,"4× هندي آسامي - ¼-تولة",4,,469.57
"2020-12-11 20:28:36",3768,custom-status,returning,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-11 19:21:20",3746,on-hold,new,"1× هندي سوبر وأقل - 50-جرام, 1× مروكي ميني سوبر وأقل - 50-جرام",2,,495.65
"2020-12-11 17:21:27",3687,custom-status,returning,"1× مروكي ميني سوبر وأقل - 100-جرام",1,,486.96
"2020-12-11 16:25:43",3666,custom-status,new,"1× براشين - ¼-تولة, 1× مروكي - ¼-تولة, 1× ترات - ¼-تولة",3,,378.26
"2020-12-11 13:53:48",3596,on-hold,returning,"1× مروكي حي - 50-جرام, 1× دقه وقشور بورمي - 50-جرام",2,,530.43
"2020-12-11 12:35:24",3542,custom-status,new,"1× هندي سوبر وأقل - 100-جرام",1,,504.35
"2020-12-11 03:34:51",3463,custom-status,new,"1× هندي ميني سوبر - 100-جرام, 1× مروكي ميني دقة فاخر - 50-جرام, 1× هندي -H - ¼-تولة",3,,1532.6
"2020-12-11 01:19:41",3447,on-hold,new,"3× مروكي قديم سوبر مرتفع - 100-جرام",3,,3104.35
"2020-12-11 00:47:08",3444,custom-status,returning,"2× هندي آسامي - ¼-تولة, 2× هندي -H - ¼-تولة",4,,517.39
"2020-12-10 21:46:39",3440,custom-status,new,"1× مروكي قديم مصبوغ مرتفع - 100-جرام",1,,1113.04
"2020-12-10 20:50:47",3432,custom-status,new,"1× دهن عود ترات بالحطب - 5-تولات",1,,1695.65
"2020-12-10 18:32:26",3420,custom-status,new,"1× مروكي قديم دبل سوبر - 100-جرام",1,,1895.65
"2020-12-10 18:31:57",3419,pickup,returning,"2× هندي آسامي - ¼-تولة",2,,234.78
"2020-12-10 18:30:25",3418,pickup,new,"1× مروكي ميني سوبر وأقل - 100-جرام",1,,486.96
"2020-12-10 17:22:08",3413,custom-status,new,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-10 16:44:29",3412,custom-status,new,"1× هندي دقة فاخر - 100-جرام",1,,1034.78
"2020-12-10 15:55:57",3404,custom-status,new,"1× كوياي - ¼-تولة",1,,121.74
"2020-12-10 15:41:58",3402,pickup,returning,"1× عود حي أقل من سوبر - 500-جرام",1,,1260.87
"2020-12-10 15:29:06",3401,on-hold,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-10 14:15:12",3399,custom-status,new,"1× مروكي ميني سوبر وأقل - 100-جرام, 1× دقه وقشور بورمي - 100-جرام",2,,1078.26
"2020-12-10 14:03:12",3392,custom-status,new,"1× دقه وقشور بورمي - 50-جرام, 2× مروكي حي - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",4,,1295.65
"2020-12-10 11:55:22",3361,custom-status,new,"1× مروكي قديم مصبوغ مرتفع - 100-جرام, 1× مروكي ميني دقة فاخر - 100-جرام",2,,2173.91
"2020-12-10 11:54:51",3359,custom-status,new,"1× مالينو قديم سوبر - 50-جرام",1,,626.09
"2020-12-10 10:21:17",3354,custom-status,new,"2× ترات فاخر - ¼-تولة",2,,400
"2020-12-10 10:16:18",3352,pickup,returning,"1× مروكي ميني سوبر وأقل - 50-جرام",1,,243.48
"2020-12-10 09:46:33",3347,pickup,new,"1× هندي دقة فاخر - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,1047.82
"2020-12-10 04:12:09",3335,custom-status,new,"1× مروكي حي - 50-جرام, 1× هندي آسامي - ¼-تولة, 1× مروكي - ¼-تولة",3,,491.3
"2020-12-10 00:28:35",3328,custom-status,new,"1× ترات - ¼-تولة, 1× هندي -H - ¼-تولة",2,,267.39
"2020-12-09 23:58:00",3324,custom-status,returning,"1× كوياي - ¼-تولة, 1× مروكي - ¼-تولة, 4× هندي آسامي - ¼-تولة, 1× دهن عود ترات بالحطب - 3-تولات, 1× دهن عود براشين - 3-تولات",8,,2765.22
"2020-12-09 23:48:32",3322,on-hold,new,"1× مروكي قديم مصبوغ مرتفع - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,1086.95
"2020-12-09 23:15:56",3315,custom-status,new,"1× مروكي قديم سوبر وأقل - 100-جرام, 1× مروكي حي - 100-جرام, 1× هندي سوبر وأقل - 100-جرام",3,,1565.22
"2020-12-09 22:45:45",3313,custom-status,new,"2× براشين - ¼-تولة, 1× مروكي - ¼-تولة",3,,365.22
"2020-12-09 22:43:09",3311,pickup,new,"1× مروكي قديم سوبر وأقل - 100-جرام",1,,591.3
"2020-12-09 22:30:48",3303,custom-status,new,"1× مروكي ميني دبل سوبر 2 - 100-جرام",1,,1434.78
"2020-12-09 22:15:19",3300,custom-status,new,"1× مروكي قديم دبل سوبر - 100-جرام",1,,1895.65
"2020-12-09 21:50:06",3299,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-09 21:15:13",3295,custom-status,new,"1× لاوسي فاخر - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× هندي دقة فاخر - 100-جرام, 1× دقه وقشور بورمي - 100-جرام",5,,2234.78
"2020-12-09 21:03:21",3292,custom-status,new,"2× مروكي ميني دقة فاخر - 100-جرام",2,,2121.74
"2020-12-09 21:02:27",3290,pickup,new,"1× تجربة - 1-تولة, 2× مروكي ميني دقة فاخر - 100-جرام, 1× مروكي - ¼-تولة",4,,2260.87
"2020-12-09 20:17:12",3272,on-hold,new,"1× هندي -H - ¼-تولة, 1× مروكي ميني سوبر وأقل - 50-جرام",2,,384.78
"2020-12-09 20:03:56",3268,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-09 19:29:13",3257,pickup,new,"1× براشين الخاص - ¼-تولة, 2× ترات فاخر - ¼-تولة",3,,600
"2020-12-09 19:25:01",3256,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-09 18:37:24",3249,custom-status,new,"1× مالينو قديم دقة سوبر - 50-جرام, 1× هندي دقة فاخر - 50-جرام",2,,1126.09
"2020-12-09 18:26:39",3242,pickup,new,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-09 18:07:52",3240,on-hold,new,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-09 17:54:28",3237,on-hold,returning,"1× مالينو قديم أقل من سوبر - 100-جرام",1,,813.04
"2020-12-09 17:45:37",3235,on-hold,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 17:42:46",3234,custom-status,new,"3× مروكي ميني دقة فاخر - 50-جرام",3,,1591.3
"2020-12-09 17:35:08",3231,custom-status,new,"1× هندي دقة فاخر - 100-جرام",1,,1034.78
"2020-12-09 17:12:44",3230,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× براشين الخاص - ¼-تولة, 1× جنوب تايلند - ¼-تولة, 1× مروكي - ¼-تولة",4,,1547.83
"2020-12-09 16:56:47",3229,on-hold,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 16:53:47",3227,custom-status,returning,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-09 16:34:39",3225,custom-status,new,"1× هندي دقة فاخر - 100-جرام, 1× ترات فاخر - ¼-تولة",2,,1234.78
"2020-12-09 16:33:04",3224,on-hold,new,"1× مروكي - ¼-تولة, 1× مروكي حي - 50-جرام",2,,373.91
"2020-12-09 16:09:45",3215,pickup,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 15:52:58",3212,pickup,returning,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 15:38:12",3210,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× لاوسي فاخر - ¼-تولة",2,,1269.57
"2020-12-09 15:36:03",3209,custom-status,new,"1× براشين الخاص - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× لاوسي فاخر - ¼-تولة",3,,608.7
"2020-12-09 15:30:01",3205,on-hold,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 15:21:32",3201,on-hold,new,"1× مروكي حي - 50-جرام, 1× مروكي قديم سوبر مرتفع - 50-جرام",2,,752.17
"2020-12-09 15:12:13",3196,custom-status,new,"1× هندي دقة فاخر - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,1047.82
"2020-12-09 15:06:43",3194,custom-status,new,"1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× مروكي قديم مصبوغ مرتفع - 100-جرام",2,,1830.43
"2020-12-09 15:05:38",3193,custom-status,new,"1× هندي ميني دبل سوبر - 50-جرام, 1× هندي ميني دبل سوبر - 100-جرام",2,,2204.35
"2020-12-09 14:54:02",3191,custom-status,new,"3× مروكي ميني دقة فاخر - 100-جرام",3,,3182.61
"2020-12-09 14:53:01",3189,pickup,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 14:46:59",3188,custom-status,new,"2× فيتنامي - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 2× هندي -H - ¼-تولة",5,,856.53
"2020-12-09 14:36:41",3185,custom-status,new,"1× هندي -H - ¼-تولة, 1× مروكي - ¼-تولة, 1× ترات - ¼-تولة",3,,406.52
"2020-12-09 14:28:41",3179,on-hold,new,"2× مروكي ميني دقة فاخر - 100-جرام",2,,2121.74
"2020-12-09 14:18:55",3174,custom-status,new,"1× مروكي ميني دقة فاخر - 50-جرام, 1× مروكي قديم سوبر مرتفع - 50-جرام",2,,1047.82
"2020-12-09 14:18:18",3172,custom-status,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 14:14:13",3167,custom-status,new,"2× مروكي حي - 100-جرام, 1× دقه وقشور بورمي - 100-جرام",3,,1530.43
"2020-12-09 14:13:23",3165,on-hold,returning,"1× مروكي ميني سوبر وأقل - 100-جرام",1,,486.96
"2020-12-09 14:06:06",3157,pickup,new,"1× مروكي قديم سوبر وأقل - 50-جرام, 1× مروكي حي - 50-جرام",2,,530.43
"2020-12-09 14:04:31",3155,custom-status,new,"2× مروكي - ¼-تولة, 1× مروكي ميني دقة فاخر - 100-جرام",3,,1339.13
"2020-12-09 13:59:10",3146,on-hold,new,"1× براشين الخاص - ¼-تولة",1,,200
"2020-12-09 13:50:31",3134,custom-status,new,"1× مروكي حي - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",2,,956.53
"2020-12-09 13:49:39",3132,on-hold,new,"2× هندي سوبر مرتفع - 100-جرام, 2× مروكي ميني دقة فاخر - 100-جرام",4,,4713.04
"2020-12-09 13:47:42",3131,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام",1,,1060.87
"2020-12-09 13:45:00",3123,on-hold,new,"1× مروكي قديم مصبوغ ميني - 100-جرام",1,,400
"2020-12-09 13:37:02",3118,custom-status,returning,"1× مروكي قديم سوبر وأقل - 100-جرام",1,,591.3
"2020-12-09 13:27:51",3116,custom-status,new,"1× مروكي ميني سوبر وأقل - 100-جرام",1,,486.96
"2020-12-09 13:24:04",3115,pickup,new,"1× هندي ميني دبل سوبر - 100-جرام",1,,1469.57
"2020-12-09 13:21:17",3112,pickup,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× هندي ميني سوبر - 100-جرام",2,,1921.74
"2020-12-09 13:19:39",3109,custom-status,new,"1× مروكي ميني دقة فاخر - 50-جرام",1,,530.43
"2020-12-09 13:11:30",3096,pickup,new,"1× كوياي - ¼-تولة",1,,121.74
"2020-12-09 13:04:09",3086,custom-status,new,"1× هندي دقة فاخر - 100-جرام, 1× مروكي قديم دبل سوبر - 100-جرام, 1× مروكي ميني سوبر مرتفع - 500-جرام",3,,8060.86
"2020-12-09 13:02:53",3084,custom-status,new,"1× براشين - ¼-تولة",1,,113.04
"2020-12-09 12:44:05",3071,custom-status,new,"1× لاوسي فاخر - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× دقه وقشور بورمي - 100-جرام, 1× هندي دقة فاخر - 100-جرام, 1× مروكي حي - 50-جرام, 1× دقه وقشور بورمي - 50-جرام, 1× مروكي قديم سوبر وأقل - 100-جرام",7,,3073.9
"2020-12-09 12:37:54",3067,custom-status,new,"1× مالينو قديم سوبر مرتفع - 50-جرام, 1× مروكي ميني دبل سوبر 2 - 50-جرام",2,,1639.13
"2020-12-09 12:33:29",3059,pickup,new,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-09 12:27:42",3057,custom-status,new,"1× مروكي ميني دقة فاخر - 50-جرام, 1× براشين - ¼-تولة",2,,643.47
"2020-12-09 12:23:16",3049,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",2,,1547.83
"2020-12-09 12:19:38",3045,custom-status,new,"1× مروكي ميني دقة فاخر - 100-جرام, 1× هندي دقة فاخر - 100-جرام",2,,2095.65
"2020-12-09 12:11:18",3037,custom-status,returning,"1× دقة كلمنتان مالينو - 50-جرام",1,,152.17
"2020-12-09 11:57:48",3028,custom-status,new,"1× مروكي - ¼-تولة, 1× ترات فاخر - ¼-تولة",2,,339.13
"2020-12-09 11:41:13",3026,custom-status,new,"1× هندي ميني دبل سوبر - 50-جرام",1,,734.78
"2020-12-09 11:25:08",3021,pickup,new,"1× مروكي ميني دقة فاخر - 50-جرام, 1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× ترات فاخر - ¼-تولة",3,,1447.82
"2020-12-09 11:22:12",3018,custom-status,new,"1× مروكي - ¼-تولة, 1× ترات - ¼-تولة",2,,265.22
"2020-12-09 11:14:26",3015,custom-status,new,"1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× هندي -H - ¼-تولة",2,,858.69
"2020-12-09 10:55:51",3008,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-09 10:52:55",3006,custom-status,new,"1× مروكي قديم مصبوغ ميني - 100-جرام",1,,400
"2020-12-09 10:45:22",3001,custom-status,new,"1× تجربة - 1-تولة, 1× هندي -H - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× ترات - ¼-تولة, 1× دقة كلمنتان مالينو - 100-جرام",5,,689.13
"2020-12-09 10:31:16",2997,custom-status,new,"1× ترات فاخر - ¼-تولة, 1× مروكي - ¼-تولة",2,,339.13
"2020-12-09 10:30:02",2993,on-hold,new,"1× براشين - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 1× مروكي حي - 100-جرام",3,,791.31
"2020-12-09 10:24:16",2985,custom-status,new,"1× مروكي قديم سوبر وأقل - 100-جرام, 2× دقه وقشور بورمي - 100-جرام",3,,1773.91
"2020-12-09 10:16:04",2979,pickup,new,"3× هندي دقة فاخر - 100-جرام, 2× هندي سوبر وأقل - 100-جرام, 2× هندي ميني سوبر - 100-جرام, 1× مروكي - ¼-تولة",8,,5973.92
"2020-12-09 09:19:21",2957,pickup,new,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-09 09:11:56",2954,custom-status,new,"1× هندي آسامي - ¼-تولة, 1× هندي -H - ¼-تولة, 1× فيتنامي - ¼-تولة",3,,441.3
"2020-12-09 09:11:26",2953,custom-status,new,"1× هندي آسامي - ¼-تولة",1,,117.39
"2020-12-09 08:55:55",2948,custom-status,returning,"1× مالينو قديم دقة سوبر - 100-جرام",1,,1217.39
"2020-12-09 08:53:56",2946,custom-status,new,"1× هندي دقة فاخر - 100-جرام, 1× مروكي قديم مصبوغ ميني - 100-جرام, 1× دقه وقشور بورمي - 50-جرام",3,,1730.43
"2020-12-09 08:49:15",2942,custom-status,new,"1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة",2,,239.13
"2020-12-09 08:33:18",2937,custom-status,new,"1× براشين - ¼-تولة",1,,113.04
"2020-12-09 08:19:23",2932,pickup,returning,"1× مروكي قديم مصبوغ ميني - 100-جرام",1,,400
"2020-12-09 08:18:22",2930,custom-status,new,"1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة",2,,239.13
"2020-12-09 08:18:11",2929,custom-status,returning,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-09 08:15:26",2928,custom-status,new,"2× هندي آسامي - ¼-تولة, 1× هندي -H - ¼-تولة",3,,376.08
"2020-12-09 08:15:14",2927,custom-status,new,"10× هندي -H - ¼-تولة",10,,1413.04
"2020-12-09 08:07:00",2923,pickup,returning,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-09 08:05:12",2921,on-hold,new,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-09 01:47:39",2915,custom-status,new,"1× هندي دقة فاخر - 50-جرام, 1× مروكي حي - 50-جرام",2,,752.17
"2020-12-09 00:52:56",2911,custom-status,new,"1× مروكي ميني دبل سوبر 2 - 100-جرام",1,,1434.78
"2020-12-09 00:44:52",2910,custom-status,new,"1× هندي دقة فاخر - 50-جرام, 1× مالينو قديم دقة سوبر - 50-جرام, 1× مروكي حي - 50-جرام",3,,1360.87
"2020-12-09 00:40:34",2907,on-hold,returning,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-09 00:39:41",2905,custom-status,new,"1× هندي دقة فاخر - 50-جرام, 1× دقه وقشور بورمي - 50-جرام, 1× براشين الخاص - ¼-تولة, 1× مروكي حي - 50-جرام, 1× لاوسي فاخر - ¼-تولة, 1× مروكي - ¼-تولة",6,,1595.65
"2020-12-09 00:15:12",2903,on-hold,new,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-09 00:05:14",2898,on-hold,new,"1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× براشين - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× مروكي - ¼-تولة, 1× هندي -H - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 1× فيتنامي - ¼-تولة, 1× جنوب تايلند - ¼-تولة, 1× ترات - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× مروكي دبل وتريبل - 50-جرام, 1× مالينو قديم دبل - 50-جرام",13,,4436.96
"2020-12-09 00:03:01",2896,custom-status,new,"1× مالينو قديم دقة سوبر - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,1139.13
"2020-12-08 23:58:42",2893,custom-status,new,"1× مالينو قديم أقل من سوبر - 50-جرام, 1× دقه وقشور بورمي - 50-جرام",2,,702.17
"2020-12-08 23:52:47",2892,custom-status,new,"2× مروكي حي - 100-جرام, 1× كوياي - ¼-تولة, 1× هندي -H - ¼-تولة, 1× براشين - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× مروكي قديم مصبوغ مرتفع - 50-جرام",7,,2071.73
"2020-12-08 23:36:25",2888,pickup,new,"1× هندي سوبر وأقل - 100-جرام",1,,504.35
"2020-12-08 23:27:48",2883,on-hold,new,"1× كوياي - ¼-تولة",1,,121.74
"2020-12-08 23:27:34",2881,custom-status,new,"4× براشين - ¼-تولة, 1× تجربة - ½-تولة",5,,452.17
"2020-12-08 23:26:56",2880,pickup,new,"2× براشين - ¼-تولة",2,,226.09
"2020-12-08 23:19:57",2879,on-hold,returning,"2× هندي سوبر وأقل - 100-جرام, 5× مروكي ميني سوبر وأقل - 100-جرام, 1× دهن عود براشين - 5-تولات, 1× دهن عود ترات بالحطب - 5-تولات",9,,6747.83
"2020-12-08 23:19:43",2878,pickup,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 23:17:43",2876,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 23:15:35",2872,on-hold,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 23:15:30",2871,custom-status,new,"1× مالينو قديم سوبر مرتفع - 50-جرام, 1× هندي ميني دبل سوبر - 50-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام, 1× مروكي حي - 100-جرام, 1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× دقة كلمنتان مالينو - 50-جرام",6,,3482.61
"2020-12-08 23:13:43",2870,custom-status,returning,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 23:02:35",2866,on-hold,new,"1× هندي سوبر وأقل - 50-جرام",1,,252.17
"2020-12-08 22:59:23",2861,on-hold,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 22:47:31",2855,custom-status,new,"2× مروكي - ¼-تولة",2,,278.26
"2020-12-08 22:44:25",2854,pickup,new,"1× مروكي ميني دقة فاخر - 50-جرام, 1× مالينو قديم سوبر - 50-جرام",2,,1156.52
"2020-12-08 22:36:47",2853,on-hold,new,"2× كوياي - ¼-تولة, 2× هندي آسامي - ¼-تولة",4,,478.26
"2020-12-08 22:18:27",2851,on-hold,new,"1× مروكي قديم مصبوغ ميني - 100-جرام",1,,400
"2020-12-08 22:07:37",2849,custom-status,new,"1× مروكي - ¼-تولة, 3× هندي -H - ¼-تولة, 1× مروكي قديم مصبوغ مرتفع - 100-جرام, 1× دقه وقشور بورمي - 100-جرام",6,,2267.38
"2020-12-08 22:04:23",2848,custom-status,returning,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-08 22:00:13",2846,pickup,new,"1× مالينو دقة سوبر وأقل - 50-جرام",1,,413.04
"2020-12-08 21:47:43",2843,custom-status,new,"1× هندي ميني دبل سوبر - 100-جرام",1,,1469.57
"2020-12-08 21:26:30",2839,custom-status,new,"1× ترات - ¼-تولة, 1× براشين - ¼-تولة",2,,239.13
"2020-12-08 21:20:28",2838,custom-status,new,"1× مروكي قديم دبل سوبر - 50-جرام",1,,947.83
"2020-12-08 21:12:59",2836,custom-status,new,"5× دقة كلمنتان مالينو - 100-جرام",5,,1521.74
"2020-12-08 21:12:31",2834,custom-status,new,"1× ترات - ¼-تولة",1,,126.09
"2020-12-08 21:04:32",2827,custom-status,new,"1× دقة كلمنتان مالينو - 100-جرام, 1× دقه وقشور بورمي - 100-جرام, 1× مالينو قديم دقة سوبر - 100-جرام",3,,2113.04
"2020-12-08 20:28:49",2795,custom-status,new,"1× هندي -H - ¼-تولة",1,,141.3
"2020-12-08 20:18:32",2787,custom-status,new,"1× هندي دقة فاخر - 100-جرام",1,,1034.78
"2020-12-08 20:10:20",2781,custom-status,new,"1× مروكي - ¼-تولة, 1× هندي سوبر وأقل - 50-جرام, 1× مروكي حي - 50-جرام, 1× ترات - ¼-تولة",4,,752.17
"2020-12-08 19:59:06",2777,custom-status,new,"1× هندي آسامي - ¼-تولة, 1× هندي -H - ¼-تولة",2,,258.69
"2020-12-08 19:52:34",2768,on-hold,new,"1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× دقه وقشور بورمي - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام, 1× براشين الخاص - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× مروكي حي - 50-جرام",6,,2178.25
"2020-12-08 19:38:14",2765,on-hold,returning,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-08 19:36:28",2764,pickup,new,"1× لاوسي فاخر - ¼-تولة, 1× مروكي ميني دبل سوبر 2 - 50-جرام, 1× ترات - ¼-تولة",3,,1052.18
"2020-12-08 19:35:55",2762,custom-status,new,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-08 19:35:08",2761,custom-status,new,"2× مالينو قديم سوبر - 100-جرام, 1× مروكي ميني دقة فاخر - 100-جرام",3,,3565.22
"2020-12-08 19:31:01",2755,custom-status,new,"1× لاوسي فاخر - ¼-تولة",1,,208.7
"2020-12-08 19:30:02",2753,on-hold,returning,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-08 19:29:15",2750,custom-status,new,"1× مروكي قديم سوبر وأقل - 50-جرام",1,,295.65
"2020-12-08 19:28:04",2749,on-hold,new,"1× مروكي حي - 50-جرام",1,,234.78
"2020-12-08 19:21:57",2744,custom-status,new,"1× دقة كلمنتان مالينو - 100-جرام, 1× مروكي حي - 100-جرام",2,,773.92
"2020-12-08 19:14:49",2739,custom-status,new,"2× مروكي - ¼-تولة, 1× هندي ميني دبل سوبر - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",4,,2234.79
"2020-12-08 19:05:56",2734,on-hold,new,"1× مروكي حي - 100-جرام, 1× مروكي حي - 50-جرام",2,,704.35
"2020-12-08 19:05:52",2733,custom-status,new,"1× هندي سوبر وأقل - 100-جرام",1,,504.35
"2020-12-08 19:01:35",2726,custom-status,new,"2× مروكي حي - 100-جرام, 16× مروكي - ¼-تولة",18,,3165.22
