Date,"Order #",Status,Customer,Product(s),"Items Sold",Coupon(s),"N. Revenue"
"2020-12-08 18:48:33",2721,custom-status,new,"1× دقة كلمنتان مالينو - 100-جرام, 1× براشين - ¼-تولة",2,,417.39
"2020-12-08 18:47:58",2719,custom-status,new,"1× مروكي - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× لاوسي فاخر - ¼-تولة",4,,747.83
"2020-12-08 18:42:33",2718,custom-status,new,"1× مروكي حي - 100-جرام",1,,469.57
"2020-12-08 18:29:59",2717,custom-status,returning,"2× مروكي - ¼-تولة",2,,278.26
"2020-12-08 18:26:22",2713,pickup,new,"2× مروكي ميني دقة فاخر - 50-جرام, 1× مالينو دقة سوبر وأقل - 50-جرام, 1× ترات فاخر - ¼-تولة",4,,1673.91
"2020-12-08 18:19:09",2711,pickup,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 18:15:30",2706,custom-status,new,"1× براشين - ¼-تولة",1,,113.04
"2020-12-08 18:13:06",2704,pickup,new,"3× مروكي - ¼-تولة",3,,417.39
"2020-12-08 18:12:39",2703,on-hold,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 18:05:17",2697,on-hold,returning,"1× مروكي ميني سوبر وأقل - 50-جرام",1,,243.48
"2020-12-08 18:04:26",2696,custom-status,returning,"1× هندي آسامي - ¼-تولة, 1× كوياي - ¼-تولة, 1× دقة كلمنتان مالينو - 50-جرام",3,,391.3
"2020-12-08 17:51:28",2694,custom-status,new,"8× مروكي - ¼-تولة",8,,1113.04
"2020-12-08 17:44:40",2692,custom-status,new,"1× مروكي - ¼-تولة, 1× مروكي حي - 50-جرام",2,,373.91
"2020-12-08 17:44:11",2690,on-hold,new,"1× دقة كلمنتان مالينو - 50-جرام, 1× مروكي ميني دقة فاخر - 50-جرام",2,,682.6
"2020-12-08 17:39:38",2687,custom-status,new,"2× مروكي - ¼-تولة",2,,278.26
"2020-12-08 17:28:22",2681,custom-status,new,"4× جنوب تايلند - ¼-تولة",4,,591.3
"2020-12-08 17:21:46",2679,on-hold,new,"1× مالينو قديم سوبر مرتفع - 50-جرام, 1× مروكي قديم مصبوغ مرتفع - 50-جرام",2,,1478.26
"2020-12-08 17:10:30",2676,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 17:10:23",2674,on-hold,new,"1× كوياي - ¼-تولة, 1× ترات - ¼-تولة",2,,247.83
"2020-12-08 17:07:47",2671,on-hold,new,"1× براشين - ¼-تولة",1,,113.04
"2020-12-08 16:53:08",2663,custom-status,new,"1× دهن عود ترات بالحطب - 10-تولات, 1× دهن عود هندي آسامي - 10-تولات, 1× مروكي ميني سوبر نظيف - 500-جرام",3,,11565.22
"2020-12-08 16:51:05",2662,custom-status,new,"1× مالينو قديم أقل من سوبر - 100-جرام, 1× مروكي ميني دقة فاخر - 100-جرام",2,,1873.91
"2020-12-08 16:47:02",2660,custom-status,new,"1× براشين - ¼-تولة, 1× ترات - ¼-تولة",2,,239.13
"2020-12-08 16:39:57",2657,custom-status,new,"1× مروكي حي - 50-جرام, 1× هندي -H - ¼-تولة, 1× ترات - ¼-تولة, 1× براشين - ¼-تولة",4,,615.21
"2020-12-08 16:34:30",2656,on-hold,new,"1× دقة كلمنتان مالينو - 100-جرام",1,,304.35
"2020-12-08 16:30:07",2654,custom-status,new,"1× هندي آسامي - ¼-تولة, 1× هندي -H - ¼-تولة",2,,258.69
"2020-12-08 16:21:56",2651,custom-status,new,"1× هندي -H - ¼-تولة",1,,141.3
"2020-12-08 16:20:22",2649,custom-status,new,"2× هندي دقة فاخر - 50-جرام",2,,1034.78
"2020-12-08 16:20:18",2648,on-hold,new,"1× دقة كلمنتان مالينو - 50-جرام, 1× هندي سوبر وأقل - 50-جرام",2,,404.34
"2020-12-08 16:18:59",2647,custom-status,returning,"1× هندي -H - ¼-تولة",1,,141.3
"2020-12-08 16:14:19",2645,on-hold,new,"1× براشين الخاص - ¼-تولة, 1× هندي -H - ¼-تولة, 1× مروكي - ¼-تولة",3,,480.43
"2020-12-08 16:08:07",2641,pickup,new,"1× دقة كلمنتان مالينو - 50-جرام",1,,152.17
"2020-12-08 16:05:48",2639,custom-status,new,"1× مروكي قديم مصبوغ ميني - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",2,,886.96
"2020-12-08 16:04:43",2636,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 16:04:28",2635,on-hold,new,"1× دقة كلمنتان مالينو - 50-جرام, 1× ترات - ¼-تولة",2,,278.26
"2020-12-08 15:57:38",2629,pickup,new,"1× ترات - ¼-تولة",1,,126.09
"2020-12-08 15:57:04",2628,custom-status,new,"1× مروكي قديم مصبوغ مرتفع - 100-جرام",1,,1113.04
"2020-12-08 15:56:30",2626,custom-status,new,"1× هندي دقة فاخر - 100-جرام, 1× مالينو قديم دقة سوبر - 100-جرام",2,,2252.17
"2020-12-08 15:55:19",2622,custom-status,new,"1× هندي سوبر وأقل - 100-جرام, 1× مروكي حي - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",3,,1460.88
"2020-12-08 15:53:45",2620,on-hold,new,"2× هندي آسامي - ¼-تولة",2,,234.78
"2020-12-08 15:53:30",2618,on-hold,new,"1× براشين - ¼-تولة, 1× ترات - ¼-تولة, 1× مروكي ميني سوبر وأقل - 50-جرام",3,,482.61
"2020-12-08 15:52:30",2616,on-hold,returning,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 15:52:19",2615,pickup,new,"1× دقة كلمنتان مالينو - 100-جرام",1,,304.35
"2020-12-08 15:52:04",2614,custom-status,new,"1× مروكي ميني دبل سوبر 2 - 100-جرام, 1× مروكي ميني سوبر وأقل - 100-جرام",2,,1921.74
"2020-12-08 15:49:16",2606,custom-status,new,"1× مروكي حي - 50-جرام, 1× براشين - ¼-تولة",2,,347.82
"2020-12-08 15:46:50",2602,custom-status,returning,"1× جنوب تايلند - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 1× مروكي قديم مصبوغ ميني - 100-جرام",3,,756.53
"2020-12-08 15:46:36",2601,on-hold,new,"1× مروكي - ¼-تولة, 1× ترات - ¼-تولة, 1× دقة كلمنتان مالينو - 100-جرام, 1× مروكي قديم مصبوغ ميني - 100-جرام",4,,969.57
"2020-12-08 15:44:25",2597,on-hold,new,"1× مروكي دقة سوبر وأقل - 50-جرام, 1× هندي دقة فاخر - 50-جرام, 1× مروكي - ¼-تولة, 1× ترات - ¼-تولة",4,,1069.57
"2020-12-08 15:43:37",2596,pickup,returning,"1× براشين الخاص - ¼-تولة",1,,200
"2020-12-08 15:42:50",2593,pickup,new,"1× مالينو قديم دبل - 100-جرام, 1× مروكي دبل وتريبل - 100-جرام",2,,5478.26
"2020-12-08 15:41:32",2592,on-hold,new,"2× مروكي قديم سوبر مرتفع - 100-جرام",2,,2069.57
"2020-12-08 15:33:01",2585,custom-status,new,"1× دقة كلمنتان مالينو - 100-جرام, 1× براشين - ¼-تولة",2,,417.39
"2020-12-08 15:32:47",2583,custom-status,new,"1× مروكي - ¼-تولة",1,,139.13
"2020-12-08 15:27:31",2580,on-hold,new,"1× لاوسي فاخر - ¼-تولة, 1× فيتنامي - ¼-تولة, 1× مروكي قديم مصبوغ ميني - 100-جرام",3,,791.31
"2020-12-08 15:24:01",2577,custom-status,new,"1× دقة كلمنتان مالينو - 50-جرام, 1× براشين - ¼-تولة, 1× مروكي - ¼-تولة",3,,404.34
"2020-12-08 15:20:54",2573,custom-status,new,"1× مروكي قديم سوبر مرتفع - 100-جرام",1,,1034.78
"2020-12-08 15:19:17",2568,on-hold,new,"1× دقة كلمنتان مالينو - 100-جرام, 1× مروكي دقة سوبر وأقل - 100-جرام",2,,878.26
"2020-12-08 15:14:39",2564,custom-status,new,"1× مروكي دقة سوبر وأقل - 100-جرام",1,,573.91
"2020-12-08 15:10:17",2557,pickup,new,"3× مروكي - ¼-تولة",3,,417.39
"2020-12-08 15:09:35",2554,on-hold,new,"1× براشين - ¼-تولة, 1× مروكي دقة سوبر وأقل - 100-جرام",2,,686.95
"2020-12-08 15:08:25",2551,custom-status,new,"1× مروكي دبل وتريبل - 100-جرام",1,,2391.3
"2020-12-08 15:03:48",2548,custom-status,returning,"1× مروكي - ¼-تولة, 1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× مروكي دقة سوبر وأقل - 100-جرام",4,,952.17
"2020-12-08 14:45:38",2545,custom-status,new,"1× دقة كلمنتان مالينو - 100-جرام",1,,304.35
"2020-12-08 14:44:49",2543,custom-status,new,"1× فيتنامي - ¼-تولة, 1× هندي -H - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 1× كوياي - ¼-تولة",4,,654.35
"2020-12-08 14:36:10",2536,pickup,new,"1× مروكي ميني سوبر وأقل - 100-جرام",1,,486.96
"2020-12-08 09:37:15",2487,on-hold,new,"1× ترات - ¼-تولة",1,,126.09
"2020-12-08 01:13:42",2467,on-hold,new,"1× ترات - ¼-تولة, 1× براشين - ¼-تولة",2,,239.13
