Date,"Order #",Status,Customer,Product(s),"Items Sold",Coupon(s),"N. Revenue"
"2021-03-04 06:20:24",16571,on-hold,new,"5× مروكي ميني دبل - 100-جرام",5,,9913.04
"2021-03-04 06:13:50",16570,on-hold,new,"1× مروكي ميني سوبر - 100-جرام, 1× مروكي أقل من سوبر - 100-جرام, 1× مروكي سوبر وأقل - 100-جرام",3,,1826.09
"2021-03-04 01:18:35",16568,pickup,new,"1× هندي سلا دبل سوبر - 50-جرام",1,,660.87
"2021-03-04 00:39:49",16567,custom-status,returning,"2× مروكي ميني دبل - 100-جرام",2,,3965.22
"2021-03-03 23:50:52",16566,custom-status,new,"1× مالينو قديم سوبر مرتفع - 50-جرام",1,,617.39
"2021-03-03 23:14:27",16565,custom-status,new,"1× كوياي - ¼-تولة, 1× هندي آسامي - ¼-تولة",2,,269.56
"2021-03-03 22:42:00",16562,custom-status,returning,"1× مروكي ميني سوبر مرتفع - 100-جرام",1,,1295.65
"2021-03-03 22:17:43",16561,pickup,new,"1× مروكي ميني سوبر - 50-جرام",1,,426.09
"2021-03-03 21:54:30",16559,custom-status,returning,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
"2021-03-03 21:34:19",16558,custom-status,returning,"1× هندي تربل سوبر - 100-جرام",1,,2052.17
"2021-03-03 21:18:25",16556,custom-status,returning,"1× مالينو قديم سوبر مرتفع - 100-جرام",1,,1234.78
"2021-03-03 21:01:01",16555,custom-status,new,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
"2021-03-03 20:55:01",16553,custom-status,returning,"4× هندي آسامي - ¼-تولة, 1× مروكي سوبر نظيف - 50-جرام, 1× مروكي ميني سوبر - 50-جرام",6,,1330.44
"2021-03-03 20:30:43",16552,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام, 1× ترات بالحطب - ¼-تولة",2,,721.73
"2021-03-03 19:45:30",16551,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-03 19:39:06",16550,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-03 18:17:09",16548,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× كمبودي كوه كنج - ¼-تولة",2,,591.31
"2021-03-03 17:10:14",16540,pickup,returning,"1× هندي آسامي - ¼-تولة",1,,130.43
"2021-03-03 15:12:28",16534,custom-status,new,"1× جنوب تايلند - ¼-تولة, 1× مروكي أقل من سوبر - 50-جرام",2,,391.3
"2021-03-03 14:32:14",16533,custom-status,new,"1× مروكي دبل وتربل - 50-جرام, 1× مروكي ميني دبل - 50-جرام",2,,2052.17
"2021-03-03 14:11:06",16532,custom-status,new,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
"2021-03-03 14:02:44",16531,custom-status,new,"1× مروكي أقل من سوبر - 50-جرام",1,,234.78
"2021-03-03 14:02:13",16530,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-03 13:03:01",16528,custom-status,returning,"1× مروكي ميني سوبر - 50-جرام, 1× مروكي سوبر نظيف - 50-جرام",2,,808.7
"2021-03-03 12:49:33",16526,custom-status,returning,"10× مروكي سوبر وأقل - 100-جرام",10,,5043.48
"2021-03-03 12:45:45",16525,custom-status,new,"1× مروكي ميني سوبر مرتفع - 100-جرام",1,,1295.65
"2021-03-03 11:36:46",16521,pickup,returning,"1× مروكي سوبر نظيف - 100-جرام, 1× مروكي سوبر وأقل - 100-جرام",2,,1269.57
"2021-03-03 11:08:15",16505,pickup,new,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
"2021-03-03 11:06:12",16504,custom-status,returning,"1× مروكي ميني سوبر مرتفع - 50-جرام, 1× هندي ميني سوبر مرتفع - 50-جرام",2,,1239.13
"2021-03-03 10:50:24",16500,custom-status,returning,"2× مروكي دبل وتربل - 50-جرام, 1× مروكي سوبر وأقل - 50-جرام",3,,2373.91
"2021-03-03 10:37:26",16499,received,returning,"1× مروكي ميني دبل - 100-جرام",1,,1982.61
"2021-03-03 10:35:54",16498,custom-status,returning,"1× مروكي ميني سوبر مرتفع - 50-جرام",1,,647.83
"2021-03-03 10:12:43",16495,pickup,new,"1× مروكي ميني سوبر مرتفع - 50-جرام",1,,647.83
"2021-03-03 09:48:44",16493,custom-status,returning,"1× مروكي سوبر وأقل - 100-جرام, 1× مروكي سوبر نظيف - 50-جرام, 1× مروكي ميني سوبر - 50-جرام",3,,1313.05
"2021-03-03 09:47:02",16492,pickup,new,"1× مروكي ميني سوبر - 50-جرام",1,,426.09
"2021-03-03 09:33:45",16491,pickup,new,"1× مروكي سوبر وأقل - 50-جرام, 1× هندي سوبر مرتفع - 50-جرام, 1× براشين الخاص - ¼-تولة, 1× ترات فاخر - ¼-تولة, 1× لاوسي فاخر - ¼-تولة",5,,1373.9
"2021-03-03 08:03:03",16490,custom-status,returning,"1× مروكي ميني سوبر مرتفع - 100-جرام",1,,1295.65
"2021-03-03 03:00:51",16488,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-03 02:39:06",16486,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-03 02:06:37",16485,pickup,returning,"1× هندي سوبر مرتفع - 50-جرام, 1× جنوب تايلند - ¼-تولة, 1× هندي آسامي - ¼-تولة",3,,817.38
"2021-03-03 01:21:51",16483,custom-status,returning,"1× هندي سلا دبل سوبر - 50-جرام",1,,660.87
"2021-03-03 01:06:02",16482,custom-status,new,"1× هندي تربل سوبر - 50-جرام",1,,1026.09
"2021-03-03 00:52:38",16480,custom-status,returning,"2× هندي ميني سوبر مرتفع - 50-جرام",2,,1182.61
"2021-03-03 00:06:54",16479,custom-status,new,"1× مروكي ميني سوبر مرتفع - 100-جرام",1,,1295.65
"2021-03-02 23:42:15",16475,custom-status,new,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 23:24:24",16473,custom-status,new,"1× مروكي سوبر نظيف - 100-جرام, 2× مروكي ميني سوبر مرتفع - 50-جرام, 1× مروكي ميني سوبر - 50-جرام",4,,2486.96
"2021-03-02 23:23:58",16472,custom-status,new,"2× هندي تربل سوبر - 100-جرام, 1× هندي تربل سوبر - 50-جرام, 2× مروكي دبل وتربل - 100-جرام, 1× مروكي دبل وتربل - 50-جرام, 1× كمبودي كوه كنج - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× لاوسي فاخر - ¼-تولة, 1× فيتنامي - ¼-تولة",10,,11200
"2021-03-02 23:17:40",16471,custom-status,returning,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
"2021-03-02 23:08:41",16469,custom-status,new,"1× مروكي سوبر مرتفع - 50-جرام",1,,626.09
"2021-03-02 23:05:42",16468,custom-status,new,"1× كمبودي كوه كنج - ¼-تولة",1,,165.22
"2021-03-02 22:57:35",16466,custom-status,new,"1× مروكي سوبر نظيف - 50-جرام, 1× مروكي أقل من سوبر - 50-جرام",2,,617.39
"2021-03-02 22:54:20",16465,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 2× مروكي سوبر وأقل - 100-جرام, 2× مروكي ميني سوبر - 100-جرام",5,,2895.66
"2021-03-02 22:53:13",16464,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 2× مروكي سوبر وأقل - 50-جرام, 1× مروكي ميني سوبر - 50-جرام",4,,1113.05
"2021-03-02 22:51:36",16463,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 22:47:00",16462,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 22:40:55",16461,received,new,"1× ترات بالحطب - ¼-تولة, 1× جنوب تايلند - ¼-تولة, 1× هندي آسامي - ¼-تولة, 1× هندي قشور وسط سوبر وأقل - 50-جرام",4,,599.99
"2021-03-02 22:39:45",16460,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 22:38:26",16459,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 22:24:21",16457,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 22:19:26",16456,custom-status,returning,"1× مروكي سوبر وأقل - 50-جرام, 1× مروكي ميني سوبر - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام",3,,860.87
"2021-03-02 22:07:44",16454,pickup,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 22:01:50",16453,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× كمبودي كوه كنج - ¼-تولة, 1× براشين الخاص - ¼-تولة, 1× لاوسي فاخر - ¼-تولة",4,,1000
"2021-03-02 21:45:56",16448,custom-status,new,"1× هندي ميني سوبر مرتفع - 50-جرام, 1× براشين الخاص - ¼-تولة",2,,782.6
"2021-03-02 21:43:41",16447,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:39:27",16444,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:37:23",16443,pickup,new,"1× ترات بالحطب - ¼-تولة, 1× هندي آسامي - ¼-تولة",2,,260.86
"2021-03-02 21:35:48",16442,received,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:23:00",16439,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 21:22:23",16437,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام, 1× كوياي - ¼-تولة",3,,504.35
"2021-03-02 21:21:11",16436,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 21:19:28",16435,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:18:29",16434,pickup,new,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 21:18:19",16432,pickup,new,"2× هندي ميني سوبر مرتفع - 50-جرام",2,,1182.61
"2021-03-02 21:14:55",16429,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:11:19",16427,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:10:23",16425,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:07:47",16423,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام, 2× كمبودي كوه كنج - ¼-تولة",4,,695.65
"2021-03-02 21:07:18",16421,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 21:00:28",16417,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:57:06",16416,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:56:38",16415,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:49:27",16412,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام, 1× هندي سوبر مرتفع - 50-جرام",3,,895.65
"2021-03-02 20:45:11",16407,custom-status,new,"1× ترات بالحطب - ¼-تولة",1,,130.43
"2021-03-02 20:42:09",16406,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:39:47",16404,custom-status,returning,"1× هندي ميني دبل سوبر - 50-جرام",1,,678.26
"2021-03-02 20:36:58",16401,pickup,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 20:35:06",16399,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:26:15",16396,custom-status,new,"1× مروكي ميني سوبر مرتفع - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× هندي ميني سوبر مرتفع - 50-جرام, 1× براشين الخاص - ¼-تولة",4,,1613.04
"2021-03-02 20:25:19",16395,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× هندي ميني سوبر مرتفع - 50-جرام",2,,1017.39
"2021-03-02 20:25:17",16394,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 20:25:05",16393,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:20:48",16390,custom-status,new,"1× كوياي - ¼-تولة, 1× كمبودي كوه كنج - ¼-تولة",2,,304.35
"2021-03-02 20:20:38",16389,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 20:19:57",16388,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× مروكي أقل من سوبر - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام",3,,843.48
"2021-03-02 20:17:48",16386,received,new,"1× ترات بالحطب - ¼-تولة",1,,130.43
"2021-03-02 20:15:11",16385,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 20:10:23",16383,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:07:38",16382,pickup,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 20:07:31",16381,pickup,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:06:08",16380,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:03:43",16379,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 20:01:21",16378,received,returning,"1× ترات بالحطب - ¼-تولة, 1× هندي قشور وسط سوبر وأقل - 50-جرام",2,,313.04
"2021-03-02 19:55:43",16377,received,new,"1× مروكي ميني سوبر - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام",2,,608.7
"2021-03-02 19:53:01",16375,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:52:25",16373,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 19:47:33",16371,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:46:50",16370,custom-status,new,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 19:44:38",16369,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:43:16",16367,custom-status,new,"1× مروكي ميني سوبر - 50-جرام",1,,426.09
"2021-03-02 19:42:33",16366,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 19:42:29",16365,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:41:41",16364,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:39:38",16362,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:39:03",16360,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:38:40",16359,pickup,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:36:48",16357,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 19:36:42",16356,received,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 19:36:18",16354,custom-status,new,"1× مروكي ميني سوبر - 100-جرام",1,,852.17
"2021-03-02 19:34:00",16352,pickup,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:32:11",16349,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:30:55",16348,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:30:27",16346,pickup,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:29:51",16344,custom-status,returning,"2× هندي ميني سوبر مرتفع - 50-جرام, 2× مروكي ميني سوبر مرتفع - 100-جرام, 2× مروكي ميني سوبر - 100-جرام",6,,5478.26
"2021-03-02 19:27:37",16342,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× مروكي سوبر وأقل - 50-جرام",2,,434.78
"2021-03-02 19:27:26",16341,custom-status,returning,"1× هندي ميني سوبر مرتفع - 100-جرام",1,,1182.61
"2021-03-02 19:25:53",16339,custom-status,new,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 19:25:16",16337,received,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:24:50",16336,custom-status,new,"1× هندي سوبر مرتفع - 50-جرام",1,,530.43
"2021-03-02 19:24:33",16334,received,new,"1× براشين - ¼-تولة, 1× ترات - ¼-تولة",2,,278.26
"2021-03-02 19:24:17",16333,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× مروكي أقل من سوبر - 50-جرام",2,,417.39
"2021-03-02 19:24:15",16332,custom-status,returning,"2× هندي قشور وسط سوبر وأقل - 50-جرام",2,,365.22
"2021-03-02 19:23:37",16330,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× ترات بالحطب - ¼-تولة",2,,313.04
"2021-03-02 19:22:55",16329,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× مروكي أقل من سوبر - 50-جرام, 1× مروكي ميني سوبر - 50-جرام, 1× مروكي ميني سوبر مرتفع - 50-جرام",4,,1491.31
"2021-03-02 19:20:23",16326,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:20:10",16325,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:18:56",16323,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:16:18",16322,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:16:09",16321,custom-status,new,"1× مروكي ميني سوبر - 100-جرام",1,,852.17
"2021-03-02 19:16:00",16320,custom-status,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:15:30",16318,custom-status,returning,"4× مروكي سوبر نظيف - 50-جرام, 2× هندي قشور وسط سوبر وأقل - 50-جرام, 3× مروكي سوبر وأقل - 50-جرام",9,,2652.17
"2021-03-02 19:14:58",16317,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام",2,,608.7
"2021-03-02 19:12:30",16315,received,new,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:11:55",16314,custom-status,returning,"1× هندي سلا دبل سوبر - 50-جرام, 1× ذواقة قشر كلمنتان وسط - 50-جرام",2,,982.61
"2021-03-02 19:11:44",16313,custom-status,returning,"1× هندي ميني سوبر مرتفع - 50-جرام",1,,591.3
"2021-03-02 19:11:27",16312,custom-status,new,"2× هندي قشور وسط سوبر وأقل - 50-جرام, 1× مروكي سوبر وأقل - 50-جرام, 1× ذواقة قشر كلمنتان وسط - 50-جرام",4,,939.13
"2021-03-02 19:09:29",16311,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام",1,,182.61
"2021-03-02 19:09:03",16310,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× مروكي ميني سوبر مرتفع - 50-جرام",2,,1073.92
"2021-03-02 19:06:59",16309,custom-status,returning,"1× هندي قشور وسط سوبر وأقل - 50-جرام, 1× ذواقة قشر كلمنتان وسط - 50-جرام",2,,504.35
"2021-03-02 19:04:01",16307,custom-status,new,"1× مروكي ميني سوبر - 50-جرام, 1× هندي قشور وسط سوبر وأقل - 50-جرام",2,,608.7
"2021-03-02 19:03:32",16306,custom-status,new,"1× مروكي أقل من سوبر - 50-جرام",1,,156.52
"2021-03-02 19:00:51",16302,custom-status,new,"1× هندي تربل سوبر - 50-جرام, 1× مروكي ميني دبل - 50-جرام, 1× مالينو قديم سوبر مرتفع - 50-جرام",3,,2634.78
"2021-03-02 18:59:45",16301,pickup,returning,"1× مروكي سوبر نظيف - 50-جرام",1,,382.61
"2021-03-02 18:59:08",16300,custom-status,returning,"1× مروكي ميني سوبر مرتفع - 50-جرام, 1× هندي ميني سوبر مرتفع - 50-جرام",2,,1239.13
"2021-03-02 18:57:12",16298,custom-status,returning,"1× مروكي حي أقل من سوبر - 50-جرام",1,,160.87
"2021-03-02 18:56:37",16297,received,new,"1× مروكي سوبر وأقل - 50-جرام",1,,252.17
